GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°C),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Distance to empty (Estimated)(miles),Engine Oil Temperature(°C),Engine RPM(rpm),Fuel Level (From Engine ECU)(%),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm),Trip average KPL(kpl),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s)
-,05-May-2019 16:53:44.841,-,-,-,-,-,-,1.3934679,5.19557619,8.08307171,0.04343717,0.07163275,0.16498774,0.49057004,0.83794063,-,-,0,82.61006927,-,911.5,-,44.47909546,0.00345768,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:45.843,-,-,-,-,-,-,1.46050763,3.64169192,7.96335793,0.21578979,0.48124632,0.10616814,0.47275332,1.29922295,-,-,0,82.60808563,-,909.75,-,44.47802734,0.00393815,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:46.833,-,-,-,-,-,-,2.39906335,5.49007225,8.61938953,0.08904642,0.16376415,0.2025737,0.50057667,0.9304412,-,-,0,82.60642242,-,910.5,-,44.4771347,0.00433942,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:47.834,-,-,-,-,-,-,2.77735877,6.45496511,9.41907692,-0.01274807,-0.00522961,0.13545591,0.59600598,0.68442392,-,-,0,82.60540009,-,911.75,-,44.47658539,0.00458716,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:48.833,-,-,-,-,-,-,0.23463893,3.77816558,8.300951,0.05443675,0.05745903,-0.04954514,0.36682925,0.89017045,-,-,0,82.60380554,-,909.5,-,44.47572327,0.00497429,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:49.833,-,-,-,-,-,-,1.30009127,5.34880972,5.00403452,-0.02851716,0.10492274,0.28311506,0.54646087,0.81719512,-,-,0,82.60235596,-,911.25,-,44.47494507,0.00532415,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:50.836,-,-,-,-,-,-,8.05912876,-5.36557007,6.21314335,0.19168097,0.39123979,0.98870611,-0.62724632,0.65049893,-,-,0,82.60070801,-,908.5,-,44.47405624,0.00572409,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:51.833,-,-,-,-,-,-,6.16046906,-6.68481541,3.4860642,0.10395789,-0.01293335,0.64823586,-0.6477477,0.26585299,-,-,0,82.59880829,-,840.75,-,44.47303391,0.0061847,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:52.832,-,-,-,-,-,-,8.43502998,-4.77657843,3.20832825,-0.02347165,-0.01152685,0.81859297,-0.46274668,0.2036165,-,-,0,82.59726715,-,886.5,-,44.4722023,0.00655846,-,-,-,-,-,-,32,0,7.97691011,-,12.53607273,0,18.76301956,-,0,-,-,-,-,0
-,05-May-2019 16:53:53.833,-,-,-,-,-,-,9.26344967,-2.88988972,2.91622663,0.05070555,0.03322636,0.94428635,-0.29458609,0.19727081,-,3.10685587,0.1350807,82.595047,-,872.25,-,44.4710083,0.00709674,-,-,-,-,-,-,32,3.06872869,7.97691011,32.58610916,12.53607273,8.66872501,18.76301956,-,3.10685587,-,-,-,-,0
-,05-May-2019 16:53:54.837,-,-,-,-,-,-,8.65769768,-3.84041691,3.74464583,0.02125804,0.03854428,0.88253796,-0.39147979,0.28171721,-,3.52110338,0.42253241,82.59290314,-,990.25,-,44.46985245,0.00761598,-,-,-,-,-,3.45292974,32,4.42647171,6.61259127,22.59088707,15.12235069,12.50415707,18.679636,-,4.34959841,28.18855858,0.20530319,0.57995254,0.00097158,1
Sun May 05 16:53:55 GMT+05:30 2019,05-May-2019 16:53:55.834,77.6258884393947,13.056857629616228,0.34560505,96.0,823.976360480757,22.925423,9.02641582,-2.80848432,3.54352665,0.02982554,0.02946067,0.92012388,-0.2862879,0.26121575,-,4.22532415,0.78246742,82.2245636,-,1269.75,-,44.46915054,0.00793154,96,-,-,-,-,3.21840191,32,3.7040782,6.61259127,26.99670792,15.12235069,10.46349812,18.679636,-,5.59234095,20.63706017,0.20530319,0.57995254,0.00257023,2
