GPS Time,Device Time,Longitude,Latitude,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(Â°C),Average trip speed(whilst moving only)(mph),Average trip speed(whilst stopped or moving)(mph),Distance to empty (Estimated)(miles),Engine Oil Temperature(Â°C),Engine RPM(rpm),Fuel Level (From Engine ECU)(%),Fuel Remaining (Calculated from vehicle profile)(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(Â°),GPS Latitude(Â°),GPS Longitude(Â°),Horsepower (At the wheels)(hp),Intake Air Temperature(Â°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),Speed (GPS)(mph),Speed (OBD)(mph),Torque(Nm),Trip average KPL(kpl),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s)
Mon May 13 16:45:36 GMT+05:30 2019,13-May-2019 16:45:37,77.56770814,13.03386863,0,8,814.8700209,29.02523,-0.93616146,-5.1285367,8.16926575,0.00686795,-0.01022135,-0.11788326,-0.51448834,0.73689789,29,8.01769257,5.98912001,144.5322876,-,920,-,48.15469742,0.05129089,8,814.8699951,29.02523041,13.03386879,77.56771088,-,36,2.74584031,8.78170681,36.41796875,11.38707161,7.75661087,24.80708122,0,1.24274242,-,5.94977236,16.80726624,0.19012275,85
Mon May 13 16:45:37 GMT+05:30 2019,13-May-2019 16:45:38,77.56770814,13.03386863,0,8,815.1599976,29.02523,-0.86672747,-4.94896603,7.95617533,0.01675452,-0.02551501,-0.10982912,-0.50911897,0.72323018,29,7.95852184,5.95697784,144.521759,-,919.75,-,48.15407944,0.05163104,8,815.1599731,29.02523041,13.03386879,77.56771088,-,36,0.92064828,8.78126526,108.6168518,11.38764381,2.60070133,24.80583382,0,0.62137121,-,5.93043184,16.75263214,0.1902636,86
Mon May 13 16:45:38 GMT+05:30 2019,13-May-2019 16:45:39,77.56770814,13.03386863,0,8,815.3404738,29.02523,-1.11812639,-5.01121712,8.40629864,0.0193396,-0.0116888,-0.1078766,-0.51107144,0.73860633,29,7.84297657,5.89383459,144.5131683,-,921.5,-,48.15364075,0.05187298,8,815.3404541,29.02523041,13.03386879,77.56771088,-,36,0.92881972,8.7808218,107.6612778,11.38821888,2.62378454,24.80458069,0,0.62137121,-,5.90575457,16.68292236,0.19049817,87
Mon May 13 16:45:39 GMT+05:30 2019,13-May-2019 16:45:40,77.56770814,13.03386863,0,8,815.5010345,29.02523,-0.87151605,-5.47570658,7.89631844,0.01144716,-0.0161205,-0.08883955,-0.55817598,0.70492542,29,7.78655767,5.86282015,144.5040894,-,920,-,48.15304565,0.05220057,8,815.5010376,29.02523041,13.03386879,77.56771088,-,36,0.93434846,8.78025818,107.0242233,11.38894939,2.63940239,24.80298996,0,0.62137121,-,5.8758707,16.59850502,0.19059257,88
Mon May 13 16:45:40 GMT+05:30 2019,13-May-2019 16:45:41,77.56770814,13.03386863,0,8,815.143141,29.02523,-0.89545876,-4.82685804,8.28658485,0.01707538,-0.03563483,-0.12154422,-0.49203444,0.72005743,29,7.7310133,5.83216858,144.4931946,-,870.75,-,48.15250778,0.05249665,8,815.1431274,29.02523041,13.03386879,77.56771088,-,36,1.00945687,8.77970982,99.06111145,11.38966179,2.85157299,24.80143929,0,0.62137121,-,5.84581566,16.51360321,0.1906932,89
Mon May 13 16:45:41 GMT+05:30 2019,13-May-2019 16:45:42,77.56770814,13.03386863,0,8,814.8422109,29.02523,-1.07742369,-5.24585629,8.42545319,0.03667492,-0.0017719,-0.10250717,-0.51570868,0.74812478,29,7.7310133,5.76474428,144.482666,-,816.75,-,48.15200806,0.05276972,8,814.8422241,29.02523041,13.03386879,77.56771088,-,36,0,8.77917004,-,11.39036179,0,24.79991531,0,0,-,5.81556511,16.42815018,0.1906932,90
Mon May 13 16:45:42 GMT+05:30 2019,13-May-2019 16:45:43,77.56770814,13.03386863,0,6,814.8112047,29.02523,-0.87151605,-5.03276587,8.05673504,0.03123852,-0.02725677,-0.08883955,-0.51302403,0.72127777,29,7.7310133,5.73161364,144.482666,-,775.25,-,48.15200806,0.05276972,6,814.8112183,29.02523041,13.03386879,77.56771088,-,36,0,8.77917004,-,11.39036179,0,24.79991531,0,0,-,5.81556511,16.42815018,0.1906932,91
Mon May 13 16:45:43 GMT+05:30 2019,13-May-2019 16:45:44,77.56770814,13.03386863,0,6,814.5234082,29.02523,-1.17319465,-4.94178343,8.20996857,0.02281916,-0.00951326,-0.14985573,-0.49520728,0.74421978,29,7.7310133,5.6988616,144.4631958,-,782.25,-,48.15122604,0.05320006,6,814.5234375,29.02523041,13.03386879,77.56771088,-,36,0,8.77831936,-,11.39146519,0,24.79751205,0,0,-,5.76852274,16.29526138,0.1906932,92
Mon May 13 16:45:44 GMT+05:30 2019,13-May-2019 16:45:45,77.56770814,13.03386863,0,6,814.8532932,29.02523,-1.18756032,-4.92502308,8.3105278,0.01181653,0.00465898,-0.10543595,-0.50814271,0.75983995,29,7.7310133,5.6344676,144.4564819,-,780.25,-,48.15090561,0.05337717,6,814.8532715,29.02523041,13.03386879,77.56771088,-,36,0,8.77796936,-,11.39191914,0,24.79652405,0,0,-,5.74938202,16.24119186,0.1906932,93
Mon May 13 16:45:45 GMT+05:30 2019,13-May-2019 16:45:46,77.56770814,13.03386863,0,6,814.4783855,29.02523,-0.93616146,-4.99445724,8.35362434,0.02187566,-0.01863201,-0.06418902,-0.50985116,0.73567754,29,7.7310133,5.60281372,144.4492798,-,779.75,-,48.15042496,0.05364238,6,814.4783936,29.02523041,13.03386879,77.56771088,-,36,0,8.77744579,-,11.39259911,0,24.79504395,0,0,-,5.72095728,16.1608963,0.1906932,94
Mon May 13 16:45:46 GMT+05:30 2019,13-May-2019 16:45:47,77.56770814,13.03386863,0,6,814.5851285,29.02523,-0.98165268,-4.99445724,8.4757328,0.01007759,0.03629906,-0.11568667,-0.52181029,0.78741932,29,7.7310133,5.54055977,144.4392242,-,782,-,48.14994431,0.0539066,6,814.585144,29.02523041,13.03386879,77.56771088,-,36,0,8.77692318,-,11.39327717,0,24.79356766,0,0,-,5.69291544,16.08168221,0.1906932,95
Mon May 13 16:45:47 GMT+05:30 2019,13-May-2019 16:45:48,77.56770814,13.03386863,0,6,814.2843298,29.02523,-1.37191951,-4.92741776,8.62417793,0.00166337,0.03654015,-0.11812731,-0.51546466,0.79108018,29,7.7310133,5.50994873,144.4295807,-,782.25,-,48.14959717,0.0540965,6,814.2843018,29.02523041,13.03386879,77.56771088,-,36,0,8.77654839,-,11.3937645,0,24.79250908,0,0,-,5.67293167,16.02523041,0.1906932,96
Mon May 13 16:45:48 GMT+05:30 2019,13-May-2019 16:45:49,77.56770814,13.03386863,0,6,814.5034637,29.02523,-1.03432667,-5.07107401,8.27461338,0.02253176,0.03370977,-0.08761922,-0.54353207,0.77448386,29,7.7310133,5.44973087,144.4218903,-,779.75,-,48.149086,0.05437685,6,814.503479,29.02523041,13.03386879,77.56771088,-,36,0,8.7759943,-,11.39448261,0,24.79094505,0,0,-,5.64368391,15.94260979,0.1906932,97
Mon May 13 16:45:49 GMT+05:30 2019,13-May-2019 16:45:50,77.56770814,13.03386863,0,6,814.5489842,29.02523,-1.06545234,-5.00403452,8.22672844,0.01671037,0.00298597,-0.10153091,-0.51180369,0.75617892,29,7.7310133,5.42011261,144.4113312,-,780.5,-,48.14860535,0.05464216,6,814.5490112,29.02523041,13.03386879,77.56771088,-,36,0,8.77547073,-,11.39516354,0,24.78946495,0,0,-,5.61628103,15.865201,0.1906932,98
Mon May 13 16:45:50 GMT+05:30 2019,13-May-2019 16:45:51,77.56770814,13.03386863,0,6,814.0196074,29.02523,-0.96968132,-5.1357193,8.43981838,0.00290476,-0.02194342,-0.10641221,-0.51546466,0.72396243,29,7.7310133,5.39081478,144.4012451,-,782,-,48.14811707,0.05491063,6,814.0195923,29.02523041,13.03386879,77.56771088,-,36,0,8.77494049,-,11.39585114,0,24.78796768,0,0,-,5.58882189,15.78763294,0.1906932,99
Mon May 13 16:45:51 GMT+05:30 2019,13-May-2019 16:45:52,77.56770814,13.03386863,0,6,813.7018233,29.02523,-0.97446984,-5.07586241,8.68403435,0.03344819,0.04870155,-0.12886617,-0.53376949,0.79303277,29,7.7310133,5.33315897,144.3914642,-,781.75,-,48.1477623,0.05510601,6,813.7018433,29.02523041,13.03386879,77.56771088,-,36,0,8.77455425,-,11.39635277,0,24.78687668,0,0,-,5.56900644,15.73165607,0.1906932,100
Mon May 13 16:45:52 GMT+05:30 2019,13-May-2019 16:45:53,77.56770814,13.03386863,0,6,813.5562649,29.02523,-1.07024086,-5.13811398,8.32249928,0.02712466,0.02378142,-0.10568002,-0.52107817,0.77448386,29,7.7310133,5.30479145,144.3835602,-,780.75,-,48.14724731,0.05538985,6,813.5562744,29.02523041,13.03386879,77.56771088,-,36,0,8.77399349,-,11.39708138,0,24.78529358,0,0,-,5.54046869,15.65104198,0.1906932,101
Mon May 13 16:45:53 GMT+05:30 2019,13-May-2019 16:45:54,77.56770814,13.03386863,0,6,813.3802201,29.02523,-1.0582695,-5.03994846,8.27461338,0.01767049,-0.02614466,-0.1037275,-0.49960044,0.72908777,29,7.7310133,5.27672386,144.3730164,-,783,-,48.14680481,0.0556332,6,813.380249,29.02523041,13.03386879,77.56771088,-,36,0,8.77351379,-,11.39770508,0,24.78393745,0,0,-,5.51623392,15.58258152,0.1906932,102
Mon May 13 16:45:54 GMT+05:30 2019,13-May-2019 16:45:55,77.56770814,13.03386863,0,6,813.2363535,29.02523,-0.98404694,-5.23867321,8.41587639,0.03448194,0.02972676,-0.09616149,-0.54157954,0.77009064,29,7.7310133,5.22146988,144.3636017,-,781,-,48.14630127,0.05590847,6,813.380249,29.02523041,13.03386879,77.56771088,-,36,0,8.7729702,-,11.3984108,0,24.78240204,0,0,-,5.48907423,15.50585938,0.1906932,103
Mon May 13 16:45:55 GMT+05:30 2019,13-May-2019 16:45:56,77.56770814,13.03386863,0,6,812.9601211,29.02523,-0.9864412,-5.1237483,8.43024158,0.01286219,0.01489341,-0.11690699,-0.52083409,0.76276869,29,7.7310133,5.1942749,144.3535767,-,780.25,-,48.14594269,0.05610754,6,812.960144,29.02523041,13.03386879,77.56771088,-,36,0,8.77257729,-,11.39892101,0,24.78129196,0,0,-,5.46959925,15.45084476,0.1906932,104
Mon May 13 16:45:56 GMT+05:30 2019,13-May-2019 16:45:57,77.56770814,13.03386863,0,6,812.7645914,29.02523,-1.07024086,-4.6329217,8.67685223,0.01187365,-0.01793917,-0.11373415,-0.45347223,0.76325685,29,7.7310133,5.14072561,144.3455658,-,781,-,48.1454277,0.05639049,6,812.7645874,29.02523041,13.03386879,77.56771088,-,36,0,8.77201939,-,11.39964676,0,24.77971458,0,0,-,5.44215393,15.37331581,0.1906932,105
Mon May 13 16:45:57 GMT+05:30 2019,13-May-2019 16:45:58,77.56770814,13.03386863,0,6,812.9260419,29.02523,-1.09418356,-4.86516619,8.03279209,0.01107848,-0.02274774,-0.11519855,-0.50570208,0.72786742,29,7.7310133,5.11436272,144.3346558,-,746.5,-,48.14484787,0.05670851,6,812.9260254,29.02523041,13.03386879,77.56771088,-,37,0,8.77139187,-,11.40046215,0,24.77794266,0,0,-,5.41163397,15.28710175,0.1906932,106
Mon May 13 16:45:58 GMT+05:30 2019,13-May-2019 16:45:59,77.56770814,13.03386863,0,4,813.2364079,29.02523,-1.13728058,-4.9609375,8.79895973,0.02080147,-0.02816668,-0.10763253,-0.48275998,0.73616564,29,7.62246943,5.06874847,144.3234406,-,916.75,-,48.14455032,0.05687181,4,813.2363892,29.02523041,13.03386879,77.56771088,0.11262468,37,0.8998701,8.77139187,111.1248398,11.40046215,2.54200578,24.77794266,0,0.62137121,0.87527728,5.41163397,15.28710175,0.19078329,107
Mon May 13 16:45:59 GMT+05:30 2019,13-May-2019 16:46:00,77.56770814,13.03386863,0,6,813.1473641,29.02523,-1.27854276,-4.43419695,7.9729352,0.01462448,-0.00194672,-0.11324602,-0.46860424,0.7735076,29,7.56943083,5.04628706,144.310669,-,917,-,48.14375687,0.05730792,6,813.1473389,29.02523041,13.03386879,77.56771088,0.11262468,37,0.90067875,8.77027607,111.0250626,11.40191174,2.5442903,24.77479172,0,0.62137121,0.87527728,5.36024189,15.14192677,0.19087873,108
Mon May 13 16:46:00 GMT+05:30 2019,13-May-2019 16:46:01,77.56770814,13.03386863,0,8,813.1249904,29.02523,-1.25460005,-4.30730057,8.8588171,0.02562933,0.01258125,-0.1278899,-0.4390724,0.80303943,29,7.470366,5.00514507,144.3017578,-,914.25,-,48.14344025,0.05748253,8,813.125,29.02523041,13.03386879,77.56771088,0.2618463,37,0.87338549,8.77027607,114.4945984,11.40191174,2.4671905,24.77479172,0,1.24274242,2.03942418,5.36024189,15.14192677,0.19116344,109
Mon May 13 16:46:01 GMT+05:30 2019,13-May-2019 16:46:02,77.56769103,13.03390088,1.1634145,8,814.147102,1.0962385,-1.14685762,-5.6313343,8.66727448,0.04554609,0.01137067,-0.10519189,-0.58770782,0.71590829,29,7.43344069,4.9926095,144.3004761,-,898.75,-,48.143013,0.05771697,8,814.1470947,1.09623849,13.03390121,77.56768799,0.2618463,37,1.56394792,8.76957226,63.93941879,11.40282726,4.41793203,24.77280426,2.60248399,2.48548484,2.03942418,5.33019114,15.05703735,0.19157459,110
Mon May 13 16:46:01 GMT+05:30 2019,13-May-2019 16:46:03,77.56769103,13.03390088,1.1634145,8,814.147102,1.0962385,-0.71109962,-6.16286325,7.8077302,0.01511342,0.01689379,-0.07248722,-0.62822253,0.69589502,29,7.36574316,4.97096968,144.2757263,-,902.25,-,48.14195633,0.05829817,8,814.1470947,1.09623849,13.03390121,77.56768799,0.89656174,37,2.98604774,8.76896477,33.48838425,11.40361786,8.4351635,24.77108574,2.60248399,3.10685587,6.66061258,5.30635166,14.9896946,0.19254944,111
Mon May 13 16:46:03 GMT+05:30 2019,13-May-2019 16:46:04,77.56769668,13.03392239,1.0971512,4,813.5842467,1.073114,-1.28811979,-4.61137342,8.18602562,-0.01429176,0.03513612,-0.10909692,-0.49911234,0.79986656,29,7.32587624,4.95573997,144.2674713,-,930,-,48.14122391,0.05870187,4,813.5842285,1.07311404,13.0339222,77.56769562,0.89656174,37,2.83677745,8.76826859,35.25053406,11.40452385,8.01349545,24.76911926,2.45425701,1.86411357,6.66061258,5.28907394,14.94088745,0.19292572,112
Mon May 13 16:46:04 GMT+05:30 2019,13-May-2019 16:46:05,77.56769686,13.03393322,1.0732763,4,813.4899448,358.64304,-1.35755384,-3.71352029,8.4709444,0.00884664,-0.04674212,-0.13838468,-0.37854436,0.76350093,29,7.23009777,4.91365862,144.2611847,-,915.75,-,48.14092636,0.05886537,4,813.4899292,358.6430359,13.03393364,77.56769562,0.89656174,37,0.89195049,8.76826859,112.1115112,11.40452385,2.51963425,24.76911926,2.40085053,0.62137121,6.66061258,5.28907394,14.94088745,0.19328454,113
Mon May 13 16:46:05 GMT+05:30 2019,13-May-2019 16:46:06,77.56770256,13.03393903,1.0484862,4,813.1558701,2.2594295,-0.67039692,-4.89150333,9.67526436,0.04010526,0.05631684,-0.02318615,-0.41686249,0.8699131,29,7.19204092,4.89892673,144.2599487,-,913,-,48.14051819,0.05909051,4,813.1558838,2.25942945,13.03393936,77.56770325,-,37,0.74397796,8.76763248,134.40979,11.40535069,2.1016326,24.76732254,2.345397,1.86411357,-,5.26406097,14.87022877,0.19356762,114
Mon May 13 16:46:05 GMT+05:30 2019,13-May-2019 16:46:07,77.56770256,13.03393903,1.0484862,4,813.1558701,2.2594295,0.33759275,-2.75341606,8.77262306,0.04675297,0.04665186,0.01684046,-0.36829361,0.87918752,29,7.16097689,4.89961576,144.2328796,-,1065.75,-,48.13929367,0.05976372,4,813.1558838,2.25942945,13.03393936,77.56770325,4.42382431,37,4.62990046,8.7668457,21.59828758,11.40637398,13.07881451,24.76510048,2.345397,5.59234095,34.82694626,5.23183441,14.77919292,0.19507392,115
Mon May 13 16:46:07 GMT+05:30 2019,13-May-2019 16:46:08,77.56771126,13.03395768,1.0443034,6,813.2713773,33.851406,0.0095771,-4.92023468,9.34006596,0.06255904,0.04822642,0.03172841,-0.55866408,0.78595483,29,7.16302872,4.91179132,144.2297363,-,1438.75,-,48.13824463,0.06034043,6,813.2713623,33.8514061,13.03395748,77.56771088,10.061553,37,2.366817,8.76581573,42.24995804,11.40771389,6.68592358,24.76219177,2.33604002,7.45645428,49.79729843,5.20274115,14.69700909,0.19608338,116
Mon May 13 16:46:08 GMT+05:30 2019,13-May-2019 16:46:09,77.56773341,13.03396857,1.1087676,6,813.0529772,82.25589,-0.14365649,-3.43339014,8.45897293,0.05685566,0.03072471,0.02172176,-0.39392042,0.8518523,29,7.17981625,4.94459057,144.1969452,-,940.75,-,48.13673401,0.06117074,6,813.0529785,82.25588989,13.03396893,77.56773376,3.80821133,37,6.43508959,8.76512718,15.53947544,11.40861034,18.17822075,24.76024628,2.48024249,8.69919682,28.82524109,5.18369198,14.64319801,0.19905466,117
Mon May 13 16:46:08 GMT+05:30 2019,13-May-2019 16:46:10,77.56773341,13.03396857,1.1087676,6,813.0529772,82.25589,-0.47406641,-4.80770397,9.04078197,0.01249016,-0.03761134,-0.01806079,-0.45469254,0.74763668,29,7.19860649,4.96805239,144.1936951,-,1124,-,48.13564682,0.06176858,6,813.0529785,82.25588989,13.03396893,77.56773376,3.80821133,37,4.0394969,8.76444244,24.75504303,11.40950108,11.41100883,24.75831223,2.48024249,9.94193935,28.82524109,5.18616438,14.65018177,0.20105083,118
Mon May 13 16:46:10 GMT+05:30 2019,13-May-2019 16:46:11,77.56780554,13.03397584,1.4241319,6,813.4033312,89.51476,-0.48124924,-5.84681892,8.24348831,0.02794511,-0.01124663,-0.06614153,-0.54450834,0.72225398,29,7.22134113,4.99419832,144.1741943,-,1106,-,48.1342926,0.06251395,6,813.4033203,89.51476288,13.0339756,77.56780243,5.63581181,37,10.38981342,8.76418781,9.62461185,11.40983295,29.34975624,24.75759315,3.18569207,10.56331062,34.46220398,5.19645691,14.67925739,0.20353425,119
Mon May 13 16:46:11 GMT+05:30 2019,13-May-2019 16:46:12,77.56784991,13.03398248,1.6514964,6,812.2127791,88.2963,-1.07024086,-3.96491909,8.42066479,-0.02175641,-0.09389541,-0.12203234,-0.40392709,0.70150852,29,7.249331,5.03425694,144.1731873,-,1050.75,-,48.13395691,0.06269827,6,812.2127686,88.2963028,13.03398228,77.56784821,5.63581181,37,12.04786301,8.7647562,8.30005455,11.40909386,34.03351212,24.75919724,3.69429207,9.32056808,34.46220398,5.26145792,14.86287498,0.20637444,120
Mon May 13 16:46:12 GMT+05:30 2019,13-May-2019 16:46:13,77.5679001,13.03398859,1.8968542,6,812.2762289,88.85528,-0.52674043,-4.38870573,8.42305851,-0.01133454,0.03755268,-0.03612158,-0.51790529,0.79791409,29,7.2806716,5.07643127,144.1788178,-,1144.75,-,48.13291931,0.06326935,6,812.2762451,88.85527802,13.03398895,77.56790161,2.18755603,37,6.96868277,8.76471901,14.34961605,11.40914154,19.68554497,24.75909424,4.24314165,9.94193935,13.60738373,5.27410221,14.8985939,0.20986541,121
Mon May 13 16:46:13 GMT+05:30 2019,13-May-2019 16:46:14,77.56794542,13.03399318,2.1461446,6,811.9063661,86.63581,-0.83799618,-4.35758018,8.13335133,0.02979212,0.02394806,-0.06418902,-0.51033932,0.78497863,29,7.30212641,5.10148573,144.1775513,-,1162,-,48.13249588,0.06350272,6,811.9063721,86.63581085,13.03399277,77.56794739,2.18755603,37,12.2264061,8.76493645,8.17884827,11.4088583,34.53787231,24.7597084,4.80078888,10.56331062,13.60738373,5.31851006,15.02404022,0.21198429,122
Mon May 13 16:46:13 GMT+05:30 2019,13-May-2019 16:46:15,77.56794542,13.03399318,2.1461446,6,811.9063661,86.63581,-0.89545876,-4.99445724,8.46854973,0.03609971,0.00669689,-0.09128019,-0.50911897,0.76325685,29,7.32733822,5.12913656,144.1763611,-,1259.5,-,48.13136673,0.06412322,6,811.9063721,86.63581085,13.03399277,77.56794739,3.92111516,37,14.06627941,8.76485348,7.10905266,11.40896606,39.73525238,24.7594738,4.80078888,11.18468189,22.73259163,5.335989,15.0734148,0.21478133,123
Mon May 13 16:46:14 GMT+05:30 2019,13-May-2019 16:46:16,77.56799291,13.03399673,2.400933,6,811.7684069,88.23744,-0.85475612,-5.2985301,8.53558922,0.00698452,-0.06154072,-0.12398486,-0.45493659,0.71102703,29,7.376791,5.18369102,144.1753082,-,1255,-,48.13101196,0.06431889,6,811.7684326,88.23744202,13.03399658,77.56799316,3.92111516,37,13.95177555,8.76573086,7.1673975,11.40782452,39.41179657,24.76195145,5.37073374,11.18468189,22.73259163,5.41724396,15.30294895,0.21811187,124
Mon May 13 16:46:16 GMT+05:30 2019,13-May-2019 16:46:17,77.56808996,13.03400247,2.8333912,4,811.381926,88.34515,-0.82123625,-6.96494532,7.5826683,0.0514316,0.02291322,-0.06736185,-0.66776103,0.67148852,29,7.40926123,5.22617531,144.1924744,-,898.25,-,48.13040924,0.06464978,4,811.381897,88.34515381,13.0340023,77.56809235,3.92111516,37,14.66850471,8.76600742,6.81718588,11.40746498,41.43645477,24.76273155,6.33811522,9.32056808,22.73259163,5.44430685,15.37939835,0.22207965,125
Mon May 13 16:46:17 GMT+05:30 2019,13-May-2019 16:46:18,77.56813277,13.03400596,2.9157953,4,811.251718,86.18036,-0.27773589,-6.05272675,7.53478289,0.03302895,0.0943554,-0.03685377,-0.6477477,0.78082949,29,7.40174246,5.23056459,144.1914978,-,905.5,-,48.13008499,0.06482825,4,811.251709,86.18035889,13.03400612,77.56813049,-,37,15.22199726,8.76674175,6.56930351,11.4065094,42.99999237,24.76480675,6.52244854,6.21371174,-,5.51297474,15.57337475,0.22376254,126
Mon May 13 16:46:18 GMT+05:30 2019,13-May-2019 16:46:19,77.56815965,13.03400843,2.91433,4,811.021883,84.20054,-0.63208854,-5.36078119,7.84843302,0.03063747,0.01862276,-0.07419567,-0.57989776,0.73372501,29,7.38266659,5.22666693,144.200943,-,912.25,-,48.12920761,0.06531097,4,811.0219116,84.20053864,13.03400803,77.56816101,-,37,6.60928583,8.7667408,15.12991333,11.40651035,18.67029953,24.76480484,6.51917028,4.34959841,-,5.52838755,15.6169138,0.22513138,127
Mon May 13 16:46:19 GMT+05:30 2019,13-May-2019 16:46:20,77.56817706,13.0340132,2.8417468,6,810.9401957,83.63311,-0.55307746,-5.32726145,7.61858225,0.01933283,-0.05035781,-0.05637894,-0.54304397,0.67661387,29,7.32604265,5.20534658,144.2000885,-,913,-,48.12892532,0.06546717,6,810.9401856,83.63311005,13.03401279,77.56817627,-,37,4.78355312,8.76679993,20.90452766,11.40643406,13.51286221,24.76497078,6.35680676,2.48548484,-,5.54867363,15.67421913,0.22611833,128
Mon May 13 16:46:20 GMT+05:30 2019,13-May-2019 16:46:21,77.56818547,13.03401329,2.7043605,6,810.1904439,81.48258,-0.52195191,-5.32007885,8.16926575,0.01506878,-0.01153392,-0.07517193,-0.53572202,0.72689122,29,7.28872252,5.18804264,144.1933441,-,916.75,-,48.12818146,0.06587566,6,810.1904297,81.48258209,13.03401375,77.5681839,-,37,1.85115004,8.76646519,54.01934814,11.40686893,5.22923756,24.76402664,6.04948235,1.24274242,-,5.53790903,15.64381027,0.22654139,129
Mon May 13 16:46:21 GMT+05:30 2019,13-May-2019 16:46:22,77.5681852,13.03401031,0.04530515,6,810.2626227,81.48258,-0.73743665,-5.08065128,8.73431492,0.02175804,-0.01062954,-0.05296204,-0.49227849,0.75617892,29,7.24806738,5.14581442,144.1923065,-,903,-,48.12783813,0.06606436,6,810.2626343,81.48258209,13.03400993,77.5681839,-,37,0.94801325,8.76597118,105.4815598,11.40751171,2.67800355,24.76263046,0.10134473,0,-,5.52192211,15.59864998,0.22668146,130
Mon May 13 16:46:22 GMT+05:30 2019,13-May-2019 16:46:23,77.56818295,13.03400815,0.006466358,6,810.128567,81.48258,-0.62490571,-4.77178955,8.23391151,0.02013341,-0.00346607,-0.07151096,-0.49838012,0.75959593,29,7.24806738,5.12363386,144.1828766,-,814.25,-,48.12739944,0.06630483,6,810.12854,81.48258209,13.03400803,77.5681839,-,37,0,8.76549816,-,11.40812683,0,24.76129532,0.01446483,0,-,5.50189543,15.54207802,0.22668146,131
Mon May 13 16:46:23 GMT+05:30 2019,13-May-2019 16:46:24,77.56818066,13.03400696,0.012885387,4,810.0782935,81.48258,-0.600963,-4.83643532,8.08546638,0.01067522,-0.03731538,-0.06126024,-0.49301073,0.72420657,29,7.24806738,5.10164404,144.1734619,-,783.75,-,48.12685394,0.06660493,4,810.0783081,81.48258209,13.03400707,77.5681839,-,37,0,8.76490784,-,11.40889549,0,24.75962639,0.02882379,0,-,5.47710609,15.47205067,0.22668146,132
Mon May 13 16:46:24 GMT+05:30 2019,13-May-2019 16:46:25,77.56817955,13.03400658,0.024963837,4,809.9865531,81.48258,-0.75180227,-4.99445724,8.65769768,0.03621611,0.00947162,-0.07785664,-0.50350547,0.77106696,29,7.24806738,5.05822611,144.162674,-,781.75,-,48.12649918,0.06680124,4,809.9865723,81.48258209,13.03400612,77.56817627,-,37,0,8.7645216,-,11.40939903,0,24.75853539,0.05584251,0,-,5.46100998,15.42658234,0.22668146,133
Mon May 13 16:46:25 GMT+05:30 2019,13-May-2019 16:46:26,77.56817934,13.03400619,0.0065579982,4,810.0283937,81.48258,-0.75659084,-4.78136683,8.16447735,-0.01344538,0.01564354,-0.07688038,-0.49862418,0.78107363,29,7.24806738,5.03679276,144.1546173,-,782.75,-,48.12593079,0.06711324,4,810.0283814,81.48258209,13.03400612,77.56817627,-,37,0,8.76390743,-,11.41019726,0,24.75680161,0.01466982,0,-,5.43562222,15.35486507,0.22668146,134
Mon May 13 16:46:26 GMT+05:30 2019,13-May-2019 16:46:27,77.56817826,13.0340065,0.032092288,4,810.092819,81.48258,-0.72067672,-4.95136023,8.300951,0.02028739,-0.04105038,-0.06101617,-0.48446843,0.72493863,29,7.24806738,5.01554012,144.14328,-,781,-,48.12551498,0.06734211,4,810.0928345,81.48258209,13.03400612,77.56817627,-,37,0,8.76345825,-,11.41078281,0,24.75553131,0.0717884,0,-,5.41714859,15.30268002,0.22668146,135
Mon May 13 16:46:27 GMT+05:30 2019,13-May-2019 16:46:28,77.56817787,13.03400716,0.004481795,4,810.2439542,81.48258,-0.62251145,-5.26261616,8.64812088,0.03185225,0.02196627,-0.07541599,-0.50179702,0.78668708,29,7.24806738,4.97356939,144.134491,-,781.25,-,48.12504959,0.06759752,4,810.2439575,81.48258209,13.03400707,77.56817627,-,37,0,8.76295567,-,11.41143703,0,24.75411224,0.01002549,0,-,5.39668036,15.2448597,0.22668146,136
Mon May 13 16:46:28 GMT+05:30 2019,13-May-2019 16:46:29,77.56817885,13.03400828,0.0025249873,4,810.646869,81.48258,-0.8092649,-4.9681201,8.49488735,0.0278903,0.01811484,-0.07614819,-0.51302403,0.77570415,29,7.24806738,4.95284605,144.1250916,-,780.75,-,48.12467194,0.0678058,4,810.6468506,81.48258209,13.03400803,77.56817627,-,37,0,8.76254559,-,11.41197109,0,24.75295448,0.00564824,0,-,5.38010359,15.19803333,0.22668146,137
